Codigo;Descripci�n;"Cod SubRubro";SubRubro;"Cod Rubro";Rubro;"Cod Marca";Marca;"Cod Provedor";Proveedor;Temporada;"Fecha Alta";"Fecha Modificado";"Precio Costo";"Precio Venta";"Utilidad 1";"Utilidad 2";Cantidad;"Stock Min";Vencimiento;Reponer;imagenes
"Cod: 8065";" BROCHE X 10 UNICORNIO ARCO IRIS C/HILO 20885";61;LIBRERIA;9;LIBRERIA;1;"Sin Especificar";0;;0;29-03-2022;16-12-2024;7848;13,499.00;72;72;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1569.jpg
"Cod: 6219";" CUATRICICLO X2 GRAFITTI 3755Z";7;"JUGUETERIA ECON";4;JUGUETERIA;1;"Sin Especificar";;;0;10-06-2019;22-07-2021;812;1,640.00;102;102;0;;;;https://factupyme.com.ar/inventario/img/productos/3/1560283799_Screenshot_120.jpg
"Cod: 37466";" DISPENSER P/JABON CUAD.16X11C C/BAMBOO 243053 43153";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;06-12-2025;06-12-2025;7911;13,500.00;70;30;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Gemini_Generated_Image_sf8y8wsf8y8wsf8y.png
"Cod: 38698";" FAROL VID.9C PINTADA VERDE FLORES LUCES LED GLANZ 98356";97;"ART. DE LIMPIEZA";11;HOGAR/JARDIN;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;04-04-2026;04-04-2026;10005;16,500.00;65;30;3;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/98356-510x510.jpg
"Cod: 23128";" mandala emociones para colorear 2335";61;LIBRERIA;9;LIBRERIA;1;"Sin Especificar";0;;2;21-04-2023;16-12-2024;8438;16,876.00;100;100;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1951.jpg
"Cod: 23089";" MASAJEADOR 15A20";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";4;"Fabian Gil";0;17-04-2023;09-04-2026;3840;6,600.00;72;72;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1168.jpg
"Cod: 5755";" SET GUANTE + MEDIAS BHSD0072 -";139;MEDIAS;10;TEXTIL;1;"Sin Especificar";;;0;06-06-2018;19-07-2021;1392;2,533.00;82;82;0;;;;https://factupyme.com.ar/inventario/https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 37822";" SHAKER STANLEY ACTIVATE. 591-";10;REGALERIA;5;BAZAR;1;"Sin Especificar";140;"NEXO Import";0;30-01-2026;07-02-2026;14960;59,840.00;300;75;50;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_644.jpg
"Cod: 612";".AROS HOJAS LH-29-007-26";26;AROS-LH;7;ACCESORIOS;1;"Sin Especificar";0;;0;02-09-2011;16-12-2024;84;186.00;121;121;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 1625";".PA�UELO 1 X 1 MTS VISCOSA FLORES C/ BORLAS 25427";36;PASHMINA-LH;7;ACCESORIOS;1;"Sin Especificar";0;;0;20-05-2013;16-12-2024;382;626.00;64;64;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 7942";1;1;SIMPLES;1;MARROQUINERIA;1;"Sin Especificar";0;;2;19-03-2022;01-02-2025;0;0.00;0;0;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 23112";1;1;SIMPLES;1;MARROQUINERIA;1;"Sin Especificar";0;;2;20-04-2023;01-02-2025;0;0.00;0;0;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_2313.jpg
"Cod: 8326";1;1;SIMPLES;1;MARROQUINERIA;1;"Sin Especificar";0;;2;09-08-2022;01-02-2025;0;0.00;0;0;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 7864";1;1;SIMPLES;1;MARROQUINERIA;1;"Sin Especificar";0;;2;15-02-2022;01-02-2025;0;0.00;0;0;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 8293";"1/4 CAÑA RETRO CROMATICO 704CRO";139;MEDIAS;10;TEXTIL;1;"Sin Especificar";0;;0;08-08-2022;11-03-2026;1661;2,850.00;72;72;8;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 8332";"10 CUENTOS FABULOSOS DE ANIMALES 2325-";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;09-08-2022;16-12-2024;2699;5,398.00;100;100;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1921.jpg
"Cod: 8352";"10 CUENTOS FABULOSOS DE LA GRANJA 2324";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;09-08-2022;16-08-2022;2699;5,398.00;100;100;0;;;;https://factupyme.com.ar/inventario/img/productos/3/granja.png
"Cod: 8037";"1001 ANIMALES DIVERTIDOS 4 2969";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";88;"GUADAL SA";0;22-03-2022;31-07-2025;3799.5;7,599.00;100;100;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1539.jpg
"Cod: 30674";"1001 COSAS DIVERTIDAS 4 2970									";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";88;"GUADAL SA";0;05-08-2024;05-08-2024;3799.5;7,599.00;100;100;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_490.jpg
"Cod: 8038";"1001 COSAS DIVERTIDAS 4 2970";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;22-03-2022;12-11-2025;809;1,618.00;100;100;0;0;0000-00-00;;https://factupyme.com.ar/inventario/https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 23153";"101 animales de la selva 3139";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";88;"GUADAL SA";0;21-04-2023;05-08-2024;3299.5;6,599.00;100;100;0;0;;;"https://factupyme.com.ar/inventario/img/productos/3/descarga (91).jpeg"
"Cod: 8376";"101 CUENTOS CORTOS  PARA COMPARTIR 2524";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;12-08-2022;22-07-2023;1830;3,660.00;100;100;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1939.jpg
"Cod: 23157";"101 cuentos cortos de animales maravillosos 3201 -";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;21-04-2023;14-12-2023;2550;5,100.00;100;100;0;0;;;"https://factupyme.com.ar/inventario/img/productos/3/descarga (95).jpeg"
"Cod: 23158";"101 cuentos cortos extraordinarios 3202";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;21-04-2023;16-08-2023;1829;3,650.00;100;100;0;0;;;"https://factupyme.com.ar/inventario/img/productos/3/descarga (96).jpeg"
"Cod: 8170";"101 CUENTOS PARA IR A DORMIR 2523";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;11-06-2022;16-12-2022;1511;3,022.00;100;100;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1740.jpg
"Cod: 8031";"101 CUENTOS PARA SOÑAR 2021 2570";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";;;0;22-03-2022;22-03-2022;660;1,320.00;100;100;0;;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1533.jpg
"Cod: 23150";"101 dibujos de dinosaurios 3136";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";88;"GUADAL SA";2;21-04-2023;29-08-2025;4649.5;9,299.00;100;100;0;0;0000-00-00;;"https://factupyme.com.ar/inventario/img/productos/3/descarga (89).jpeg"
"Cod: 23152";"101 mascotas reales 3138";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";88;"GUADAL SA";0;21-04-2023;03-08-2024;3299.5;6,599.00;100;100;0;0;;;"https://factupyme.com.ar/inventario/img/productos/3/descarga (90).jpeg"
"Cod: 7806";"101 MUJERES EXTRAORDINARIAS QUE CAMBIARON 2394";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;14-12-2021;19-12-2023;2650;5,300.00;100;100;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1298.jpg
"Cod: 8166";"101 MUJERES INCREIBLES QUE CAMBIARON EL MUNDO 2054";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;11-06-2022;31-07-2025;2039;4,100.00;100;100;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1736.jpg
"Cod: 29266";"101 PREGUNTAS Y CURIOSIDADES SOBRE ANIMALES 2844";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;28-03-2024;25-11-2025;3449.5;6,899.00;100;100;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 2212";1111;44;PULSERAS-NS;7;ACCESORIOS;1;"Sin Especificar";;;0;23-09-2014;05-12-2017;252;416.00;65;65;0;10;;10;https://factupyme.com.ar/inventario/https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 37527";"2 MIN ANTES DE DORMIR";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;17-12-2025;17-12-2025;1180;2,950.00;150;150;2;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 31598";"2 MINUTOS ANTES DE DORMIR ";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";90;TERLIZZI;0;15-11-2024;29-09-2025;1100;2,750.00;150;150;8;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 23156";"250 chistes para reírte mejor  3175";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;21-04-2023;19-12-2023;1558.7;3,100.00;100;100;0;0;;;"https://factupyme.com.ar/inventario/img/productos/3/descarga (94).jpeg"
"Cod: 20033";"250 CHISTES TRABALENGUAS Y ADIVINANZAS 3176";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;16-12-2022;19-12-2023;1558;3,100.00;100;100;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_2158.jpg
"Cod: 6729";"3 JUEGOS TOTOGAME 2032";7;"JUGUETERIA ECON";4;JUGUETERIA;1;"Sin Especificar";;;0;21-04-2020;13-07-2021;1165;1,410.00;21;21;0;;;;https://factupyme.com.ar/inventario/img/productos/3/1587498673_Screenshot_133.jpg
"Cod: 30673";"365 CUENTOS FANTASTICOS 2868";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";88;"GUADAL SA";0;03-08-2024;03-08-2024;10949.5;21,899.00;100;100;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_489.jpg
"Cod: 7399";"365 CUENTOS PARA CHICAS 2021 2692";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;31-07-2021;01-02-2025;1139;2,278.00;100;100;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/1627762394_Screenshot_1.jpg
"Cod: 8358";"365 CUENTOS PARA LEER ANTES DE DORMIR (TAPA TURQUESA) 2863";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;10-08-2022;16-08-2022;3299;6,598.00;100;100;0;;;;"https://factupyme.com.ar/inventario/img/productos/3/tapa turquesa.png"
"Cod: 7957";"365 CUENTOS PARA SONAR 2323";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";;;0;20-03-2022;22-03-2022;1680;3,360.00;100;100;0;;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_55.png
"Cod: 8379";"365 PREGUNTAS Y CURIOSIDADES PARA NIÑOS 3022";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;12-08-2022;12-08-2022;2249;4,498.00;100;100;0;;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1942.jpg
"Cod: 6728";"5 en 1 TOTOGAME 2329";7;"JUGUETERIA ECON";4;JUGUETERIA;1;"Sin Especificar";0;;0;21-04-2020;03-02-2025;1934;2,340.00;21;21;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/product.png
"Cod: 7403";"50 JEUGOS 4 EN 1 2602";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;31-07-2021;01-02-2025;90;180.00;100;100;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/1627762895_Screenshot_3.jpg
"Cod: 7405";"50 LABERINTOS 4 EN 1 2601";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;31-07-2021;01-02-2025;90;180.00;100;100;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/1627763223_Screenshot_3.jpg
"Cod: 20032";"500 STICKER DE UNICORNIIOS 3234";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;16-12-2022;27-01-2025;875;1,750.00;100;100;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_2140.jpg
"Cod: 8313";"500 STICKERS DE ANIMALES 2425";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;2;09-08-2022;20-04-2026;875;1,750.00;100;100;0;0;0000-00-00;;"https://factupyme.com.ar/inventario/img/productos/3/stickers de animales.png"
"Cod: 20031";"500 STICKERS KAWAII 4 3236";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;16-12-2022;27-01-2025;875;1,750.00;100;100;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_2139.jpg
"Cod: 7408";"A JUGAR LIBROS SONAJEROS 2094";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;31-07-2021;01-02-2025;455;910.00;100;100;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/1627763582_Screenshot_8.jpg
"Cod: 35492";"A RODAR AVENTURAS EN LA GRANJA 3885 207421";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;23-04-2025;23-04-2025;3249.5;6,499.00;100;100;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1206.jpg
"Cod: 20119";"ABANICOS COLORES 14956 14929-";130;ESMALTES;15;COSMETICA;1;"Sin Especificar";0;;2;18-02-2023;13-06-2025;2160;3,750.00;72;72;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_2216.jpg
"Cod: 7802";"ABC PRACTI BLOCS 2725";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";;;0;14-12-2021;14-12-2021;180;360.00;100;100;0;;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1294.jpg
"Cod: 30055";"ABECEDARIO PARA ASOCIAR 307";61;LIBRERIA;9;LIBRERIA;1;"Sin Especificar";0;;0;13-05-2024;05-09-2025;2209;3,999.00;82;82;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_289.jpg
"Cod: 23169";"ABECEDARIO PRACTI BLOCS 3298";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";88;"GUADAL SA";0;21-04-2023;08-11-2025;3999.5;7,999.00;100;100;0;0;0000-00-00;;"https://factupyme.com.ar/inventario/img/productos/3/descarga - 2023-04-21T121104.889.jpeg"
"Cod: 7768";"ABRELATA MANIJA LOEKEMEYER 501 37015-";10;REGALERIA;5;BAZAR;1;"Sin Especificar";10;"Torre & Liva NACIONAL";0;06-12-2021;13-03-2026;6661;10,990.00;65;30;4;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_540.jpg
"Cod: 6410";"ABRELATA MARIPOSA LOEKEM 502";10;REGALERIA;5;BAZAR;1;"Sin Especificar";10;"Torre & Liva NACIONAL";0;03-10-2019;13-04-2026;5660;9,735.00;72;72;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/1570189398_Screenshot_246.jpg
"Cod: 7769";"ABRELATA MARIPOSA LOEKEMEYER 502 7664";10;REGALERIA;5;BAZAR;1;"Sin Especificar";0;;0;06-12-2021;12-11-2025;4680;8,050.00;72;72;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1.png
"Cod: 36773";"ABRELATA MARIPOSA METALICO NEGRO HUDSON 18478";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;10-09-2025;06-04-2026;7900;13,450.00;70;30;0;0;0000-00-00;;"https://factupyme.com.ar/inventario/img/productos/3/Captura de pantalla 2025-09-13 170352.png"
"Cod: 31936";"ABRELATA MARIPOSA PLATEADO HUDSON 21733";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;19-12-2024;19-12-2024;9595;15,800.00;65;65;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_783.jpg
"Cod: 7913";"ABRELATA UÑA 2PZA 58750";10;REGALERIA;5;BAZAR;1;"Sin Especificar";10;"Torre & Liva NACIONAL";0;24-02-2022;12-03-2026;1435;2,450.00;70;30;13;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1421.jpg
"Cod: 31929";"ABRELATA UÑA CROMADO 510 75106";10;REGALERIA;5;BAZAR;1;"Sin Especificar";10;"Torre & Liva NACIONAL";0;19-12-2024;12-03-2026;1165;1,900.00;65;30;11;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_776.jpg
"Cod: 7361";"ABRELATA UÑA GAUMEN 61004";10;REGALERIA;5;BAZAR;1;"Sin Especificar";10;"Torre & Liva NACIONAL";0;08-07-2021;15-07-2022;1570;2,857.00;82;82;0;;;;https://factupyme.com.ar/inventario/img/productos/3/1625746302_Screenshot_1026.jpg
"Cod: 6122";"ABRELATA UÑA PIE 2PZA LOEKEMEYER 500 15069";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;06-05-2019;10-02-2025;1153;1,980.00;72;72;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/1624538242_Screenshot_938.jpg
"Cod: 37972";"ABROCHADORA C/ BROCHES INCLUIDOS ABR251";61;LIBRERIA;9;LIBRERIA;1;"Sin Especificar";0;;0;05-02-2026;05-02-2026;3199;3,870.79;21;0;1;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_30.jpg
"Cod: 37968";"ABROCHADORA COLORES PASTEL 24/6 OLAMI ABR224";61;LIBRERIA;9;LIBRERIA;1;"Sin Especificar";0;;0;05-02-2026;05-02-2026;3799;4,596.79;21;0;1;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_26.jpg
"Cod: 1947";"ABROCHADORA METAL";61;LIBRERIA;9;LIBRERIA;1;"Sin Especificar";0;;0;07-12-2013;01-02-2025;2107;3,455.00;64;64;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1358.jpg
"Cod: 32321";"ABROCHADORA METALICA N10 DI503";363;ABROCHADORAS;9;LIBRERIA;1;"Sin Especificar";0;;0;05-02-2025;05-02-2025;4199;5,080.79;21;21;1;0;0000-00-00;;"https://factupyme.com.ar/inventario/img/productos/3/Captura de pantalla 2025-02-05 071745.png"
"Cod: 32322";"ABROCHADORA PINZA 10/50 OLAMI ABR103";363;ABROCHADORAS;9;LIBRERIA;1;"Sin Especificar";0;;0;05-02-2025;06-02-2026;5999;7,258.79;21;0;0;0;0000-00-00;;"https://factupyme.com.ar/inventario/img/productos/3/Captura de pantalla 2025-02-05 071944.png"
"Cod: 36562";"ABROCHADORA PINZA MINI 10/50 ABR500";61;LIBRERIA;9;LIBRERIA;1;"Sin Especificar";0;;0;14-08-2025;05-02-2026;3299;3,991.79;21;0;1;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_95.jpg
"Cod: 36563";"ABROCHADORA PINZA MINI 26/6 ABR501";61;LIBRERIA;9;LIBRERIA;1;"Sin Especificar";0;;0;14-08-2025;05-02-2026;4699;5,685.79;21;0;1;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_99.jpg
"Cod: 32320";"ABROCHADORA PINZA OLAMI ABR202";363;ABROCHADORAS;9;LIBRERIA;1;"Sin Especificar";0;;0;05-02-2025;06-02-2026;9499;11,493.79;21;0;0;0;0000-00-00;;"https://factupyme.com.ar/inventario/img/productos/3/Captura de pantalla 2025-02-05 071638.png"
"Cod: 32319";"ABROCHADORAS CHICAS OLAMI N10 ABR101 62928";363;ABROCHADORAS;9;LIBRERIA;1;"Sin Especificar";0;;0;05-02-2025;06-02-2026;6199;7,500.79;21;21;0;0;0000-00-00;;"https://factupyme.com.ar/inventario/img/productos/3/Captura de pantalla 2025-02-05 071243.png"
"Cod: 691";"ABTRONIT X 2 B485";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";0;;0;16-10-2011;09-09-2025;967;1,808.00;87;87;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 6733";"ACAUDALADOS TOTOGAMES 2017";7;"JUGUETERIA ECON";4;JUGUETERIA;1;"Sin Especificar";;;0;21-04-2020;13-07-2021;1531;1,853.00;21;21;0;;;;https://factupyme.com.ar/inventario/img/productos/3/1587499066_Screenshot_130.jpg
"Cod: 3";"ACC DE MODA SURT";2;FORRADAS;1;MARROQUINERIA;1;"Sin Especificar";0;;0;07-04-2008;06-09-2025;2;4.00;120;120;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 2856";"ACC PARA AROS";51;"ACC MODA-ACCESORIOS";7;ACCESORIOS;1;"Sin Especificar";;;0;04-06-2015;05-12-2017;74;163.00;120;120;0;10;;10;https://factupyme.com.ar/inventario/img/productos/3/product.png
"Cod: 877";"ACCES. PARA BIJOUTERIE";51;"ACC MODA-ACCESORIOS";7;ACCESORIOS;1;"Sin Especificar";;;0;12-03-2012;05-12-2017;406;771.00;90;90;0;10;;10;https://factupyme.com.ar/inventario/https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 5750";"ACCESORIOS BETREL SILICONA 1836-";51;"ACC MODA-ACCESORIOS";7;ACCESORIOS;1;"Sin Especificar";0;;0;30-05-2018;28-03-2026;164;369.00;125;125;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/1528056313_5750.jpg
"Cod: 1328";"ACCESORIOS PARA ALHAJAS 19 CM 865-01";51;"ACC MODA-ACCESORIOS";7;ACCESORIOS;1;"Sin Especificar";0;;0;27-10-2012;28-01-2025;312;668.00;114;114;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 31930";"ACEITERA MIRROR 540CC GLANZ 85032";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;19-12-2024;13-03-2026;2551.89;4,350.00;70;30;20;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_777.jpg
"Cod: 35384";"ACEITERA VINAGRERA SOPORTE METAL GLANZ 85026";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;16-04-2025;06-04-2026;7343;12,100.00;65;30;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1121.jpg
"Cod: 35385";"ACEITERA VINAGRERA SOPORTE METAL NEGRO GLANZ 85028";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;16-04-2025;07-08-2025;9777;15,890.00;62;62;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1122.jpg
"Cod: 35386";"ACEITERA VINTAGE 500CC GLANZ 85052";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;16-04-2025;13-03-2026;2405;4,100.00;70;30;6;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1123.jpg
"Cod: 28113";"ACEITERA-VINAGRERA C/BASE 47V2 47028";10;REGALERIA;5;BAZAR;1;"Sin Especificar";0;;0;10-11-2023;25-11-2023;4265;7,336.00;72;72;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_49.jpg
"Cod: 30527";"ACONDICIONADOR P/PISOS 500C DOY PACK MISTER TRAPO 45878";97;"ART. DE LIMPIEZA";11;HOGAR/JARDIN;1;"Sin Especificar";10;"Torre & Liva NACIONAL";0;26-07-2024;26-07-2024;1380.11;2,370.00;72;72;5;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_390.jpg
"Cod: 7637";"ACTIVIDADES KAWAII PERSONAJES TIERNOS 2664";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;05-10-2021;12-11-2025;156;312.00;100;100;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1165.jpg
"Cod: 7418";"ACTIVIDADES KAWAII PERSONAJES TIERNOS 2665";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;31-07-2021;01-02-2025;180;360.00;100;100;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/1627765148_Screenshot_18.jpg
"Cod: 32171";"ACUARELAS COLLEGE C/ PINCEL X12";343;ACUARELAS;9;LIBRERIA;1;"Sin Especificar";0;;0;24-01-2025;05-09-2025;1399;1,695.00;21;21;0;0;0000-00-00;;"https://factupyme.com.ar/inventario/img/productos/3/Captura de pantalla 2025-01-24 165617.png"
"Cod: 7331";"ACUARELAS ECONOMICAS KR972135";61;LIBRERIA;9;LIBRERIA;1;"Sin Especificar";0;;0;01-07-2021;30-01-2025;2672;4,863.00;82;82;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/1625150689_Screenshot_10.png
"Cod: 6601";"ACUARELAS X8 COLORES SURT FILGO WT-CA-8";61;LIBRERIA;9;LIBRERIA;1;"Sin Especificar";0;;0;14-04-2020;11-02-2025;699;845.79;21;21;1;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/1586897614_Screenshot_1.jpg
"Cod: 6373";"ADACTADOR PARA AUTO 2 USB MC1241";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";;;0;18-09-2019;10-05-2021;390;710.00;82;82;0;;;;https://factupyme.com.ar/inventario/img/productos/3/1568895836_Screenshot_210.jpg
"Cod: 6371";"ADAPTADOR AUTO C/ CABLE 8131";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";;;0;18-09-2019;26-04-2021;1894;3,447.00;82;82;0;;;;https://factupyme.com.ar/inventario/img/productos/3/1568895872_Screenshot_208.jpg
