Codigo;Descripci�n;"Cod SubRubro";SubRubro;"Cod Rubro";Rubro;"Cod Marca";Marca;"Cod Provedor";Proveedor;Temporada;"Fecha Alta";"Fecha Modificado";"Precio Costo";"Precio Venta";"Utilidad 1";"Utilidad 2";Cantidad;"Stock Min";Vencimiento;Reponer;imagenes
"Cod: 6365";"CABLE TYPE C NETMAK ";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";;;0;06-09-2019;24-04-2021;2837;4,596.00;62;62;0;;;;https://factupyme.com.ar/inventario/img/productos/3/product.png
"Cod: 6161";"CABLE USB 2.0 PARA IMPRESORA 2M";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";;;0;24-05-2019;14-07-2021;797;1,451.00;82;82;0;;;;https://factupyme.com.ar/inventario/img/productos/3/1558708001_Screenshot_24.jpg
"Cod: 6578";"CABLE USB 2.0 PARA IMPRESORTA 1.5MTS RH001-1-";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";0;;0;14-02-2020;09-04-2026;1639;2,800.00;72;72;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/1626442458_Screenshot_26.png
"Cod: 5080";"CABLE USB A MICRO USB 2MTS PLANO-";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";;;0;12-12-2017;10-05-2021;137;274.00;100;100;0;;;;https://factupyme.com.ar/inventario/img/productos/3/1513174176_20171213_100944.jpg
"Cod: 4419";"CABLE USB MICRO -USB";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";;;0;14-02-2017;07-07-2021;518;943.00;82;82;0;10;;10;https://factupyme.com.ar/inventario/img/productos/3/1595087304_Screenshot_405.jpg
"Cod: 3235";"CABLE USB MICRO GOMA EXTRACHATO";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";;;0;11-10-2015;05-12-2017;95;139.00;46;46;0;10;;10;https://factupyme.com.ar/inventario/https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 6060";"CABLE USB MICRO MOW CORDON ";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";;;0;19-03-2019;14-07-2021;1230;2,239.00;82;82;0;;;;https://factupyme.com.ar/inventario/img/productos/3/1553028965_Screenshot_1.png
"Cod: 3794";"CABLE USB MICRO USB";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";0;;0;21-05-2016;01-08-2025;245;407.00;66;66;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/img/productos/3/product.png
"Cod: 3030";"CABLE USB MICRO USB";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";0;;0;31-07-2015;31-07-2025;269;385.00;43;43;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/img/productos/3/product.png
"Cod: 5028";"CABLE USB MICRO USB C/ FILTRO 1.5 75011-";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";;;0;17-11-2017;14-07-2021;338;717.00;112;112;0;10;;10;https://factupyme.com.ar/inventario/img/productos/3/1513947314_5028.jpg
"Cod: 3983";"CABLE USB MICRO USB PULSERA";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";;;0;23-09-2016;05-12-2017;712;997.00;40;40;0;10;;10;https://factupyme.com.ar/inventario/img/productos/3/product.png
"Cod: 4534";"CABLE USB MICRO-USB CLE-80480 1.8M";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";0;;0;05-07-2017;09-04-2026;434;816.00;88;69;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/img/productos/3/product.png
"Cod: 5898";"CABLE USB TYPE C WK DESIGN ";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";;;0;11-12-2018;10-05-2021;1345;2,448.00;82;82;0;;;;https://factupyme.com.ar/inventario/img/productos/3/product.png
"Cod: 6259";"CABLE USB V8 FICHA PLASTICA REDONDA MA8132-8134";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";;;0;15-06-2019;24-04-2021;1894;3,258.00;72;72;0;;;;https://factupyme.com.ar/inventario/img/productos/3/1561034933_Screenshot_182.jpg
"Cod: 3394";"CABLE USB X 1 MTS";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";;;0;03-02-2016;10-05-2018;137;214.00;56;56;0;10;;10;https://factupyme.com.ar/inventario/https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 3833";"CABLE USB- MICRO USB";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";0;;0;01-07-2016;01-08-2025;121;200.00;65;65;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/img/productos/3/product.png
"Cod: 5832";"CABLE USB-MICRO USB 3 MTS ";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";;;0;06-09-2018;10-05-2021;518;943.00;82;82;0;;;;https://factupyme.com.ar/inventario/img/productos/3/product.png
"Cod: 6953";"CABLE V8 CAB068";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";;;0;18-09-2020;24-04-2021;2477;4,508.00;82;82;0;;;;https://factupyme.com.ar/inventario/img/productos/3/1601132661_Screenshot_8.png
"Cod: 6982";"CABLE VGA 1.5M ";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";0;;0;26-09-2020;31-07-2025;2280;4,378.00;92;82;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/1601303076_Screenshot_576.jpg
"Cod: 38574";"CABLES USB 2 MTS A3101 STARLINK";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";140;"NEXO Import";0;26-03-2026;26-03-2026;21450;42,900.00;100;50;5;0;0000-00-00;;"https://factupyme.com.ar/inventario/img/productos/3/unnamed (8).jpg"
"Cod: 38575";"CABLES USB 3 MTS A3101 STARLINK";37;X-ELECTRONICA;8;ELECTRONICA;1;"Sin Especificar";140;"NEXO Import";0;26-03-2026;26-03-2026;24750;49,500.00;100;50;5;0;0000-00-00;;"https://factupyme.com.ar/inventario/img/productos/3/unnamed (8).jpg"
"Cod: 38403";"CABO CHAPA C/ROSCA SALZANO 02 280";97;"ART. DE LIMPIEZA";11;HOGAR/JARDIN;1;"Sin Especificar";10;"Torre & Liva NACIONAL";0;12-03-2026;12-03-2026;2631;4,350.00;65;30;11;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/00280-1.jpg
"Cod: 7500";"CABO EXTENSIBLE CHAPA 2X1MT C/PUNTERA 18402";97;"ART. DE LIMPIEZA";11;HOGAR/JARDIN;1;"Sin Especificar";0;;0;11-08-2021;12-11-2025;95129;182,648.00;92;92;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1039.jpg
"Cod: 7454";"CABO MADERA C/ ROSCA 66061 1.50MTS ";97;"ART. DE LIMPIEZA";11;HOGAR/JARDIN;1;"Sin Especificar";10;"Torre & Liva NACIONAL";0;04-08-2021;12-03-2026;1436;2,400.00;65;30;6;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/1628108103_Screenshot_47.jpg
"Cod: 32461";"CABO METALICO 1.20MT C/ROSCA VIRULANA 71330";97;"ART. DE LIMPIEZA";11;HOGAR/JARDIN;1;"Sin Especificar";10;"Torre & Liva NACIONAL";0;19-02-2025;11-03-2026;2758;4,550.00;65;65;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_964.jpg
"Cod: 6098";"CABO METALIZADO PARA BALDE 66067-";10;REGALERIA;5;BAZAR;1;"Sin Especificar";10;"Torre & Liva NACIONAL";0;24-04-2019;11-09-2025;5375.71;8,890.00;65;30;1;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/1556147131_Screenshot_21.jpg
"Cod: 8200";"CACER.18C CERAM.C/ANTIAD.C/M.COBRE HUDSON 50190";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;30-06-2022;16-11-2022;33437;57,512.00;72;72;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1804.jpg
"Cod: 7527";"CACER.20C CERAM.C/ANTIAD.COBRE T/V.HUDSON 52126";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;08-09-2021;13-07-2022;32688;59,492.00;82;82;0;;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1073.jpg
"Cod: 7301";"CACER.24C CERAM.C/ANTIAD.COBRE T/V.HUDSON 52913";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;24-06-2021;01-12-2025;36923;63,500.00;72;72;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/1624546658_Screenshot_968.jpg
"Cod: 7540";"CACER.ALUMINIO 20 PESADA 40298";10;REGALERIA;5;BAZAR;1;"Sin Especificar";10;"Torre & Liva NACIONAL";0;09-09-2021;26-07-2024;8874;15,260.00;72;72;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1086.jpg
"Cod: 7541";"CACER.ALUMINIO 24 PESADA 40314";10;REGALERIA;5;BAZAR;1;"Sin Especificar";10;"Torre & Liva NACIONAL";0;09-09-2021;06-04-2026;11161;19,200.00;72;72;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1087.jpg
"Cod: 7542";"CACER.ALUMINIO 28 PESADA 40310";10;REGALERIA;5;BAZAR;1;"Sin Especificar";10;"Torre & Liva NACIONAL";0;09-09-2021;14-08-2023;24970;42,948.00;72;72;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1088.jpg
"Cod: 35416";"CACEROLA 18C ALUM.C/ANT.DAILY NEGRO C/MGO.HUDSON 17891";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;16-04-2025;04-04-2026;23515;39,999.00;70;30;1;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1143.jpg
"Cod: 25051";"CACEROLA 18C ALUM.C/ANT.HUDSON 81576";10;REGALERIA;5;BAZAR;1;"Sin Especificar";0;;0;12-08-2023;12-10-2023;26182;45,033.00;72;72;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_2398.jpg
"Cod: 38701";"CACEROLA 18C ALUM.C/ANT.OLIVE MGO.S/MAD.HUDSON 18201";97;"ART. DE LIMPIEZA";11;HOGAR/JARDIN;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;04-04-2026;04-04-2026;25233;41,600.00;65;30;1;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/18201-510x510.jpg
"Cod: 7196";"CACEROLA 18C ALUMINIO HOTEL 60182";10;REGALERIA;5;BAZAR;1;"Sin Especificar";10;"Torre & Liva NACIONAL";0;16-04-2021;19-07-2022;11579;19,916.00;72;72;0;;;;https://factupyme.com.ar/inventario/img/productos/3/1618575712_Screenshot_4.jpg
"Cod: 8140";"CACEROLA 18C CERAM.C/ANT.GRANITO MGO.S/MAD.HUDSON 21579";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;13-05-2022;16-11-2022;41276;70,995.00;72;72;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_108.png
"Cod: 30310";"CACEROLA 18C T/VID.ENLOZADA VINTAGE JOVIFEL 51231";10;REGALERIA;5;BAZAR;1;"Sin Especificar";0;;0;14-06-2024;14-06-2024;15866.48;27,290.00;72;72;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_347.jpg
"Cod: 7528";"CACEROLA 20C ALUM.C/ANT.HUDSON 50302";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;08-09-2021;13-07-2022;27475;50,004.00;82;82;0;;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1074.jpg
"Cod: 35353";"CACEROLA 20C ANTIAD.T/VID.CAROL ASAS S/MAD.BEIGE 87160";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;16-04-2025;16-04-2025;22470;36,400.00;62;62;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1103.jpg
"Cod: 8139";"CACEROLA 20C CERAM.C/ANT.GRANITO A.S/MAD.HUDSON 21586";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;13-05-2022;16-11-2022;40219;69,177.00;72;72;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_107.png
"Cod: 31554";"CACEROLA 22C ALUM.C/ANT.HUDSON 50188";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;13-11-2024;11-04-2025;31302.7;50,700.00;62;62;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_689.jpg
"Cod: 35395";"CACEROLA 22C ALUM.HOTEL 3.9LT 49622";10;REGALERIA;5;BAZAR;1;"Sin Especificar";10;"Torre & Liva NACIONAL";0;16-04-2025;25-11-2025;16486;27,200.00;65;65;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1132.jpg
"Cod: 7529";"CACEROLA 24C ALTA ACERO CARBONO HUDSON 35340";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;08-09-2021;14-07-2022;25379;43,652.00;72;72;0;;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1075.jpg
"Cod: 7197";"CACEROLA 24C ALUM HOTEL 4969";10;REGALERIA;5;BAZAR;1;"Sin Especificar";;;0;16-04-2021;14-07-2021;9311;16,015.00;72;72;0;;;;https://factupyme.com.ar/inventario/img/productos/3/1618575790_Screenshot_5.jpg
"Cod: 35417";"CACEROLA 24C ALUM.C/ANT.DAILY NEGRO HUDSON 17921";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;16-04-2025;10-09-2025;34814;57,500.00;65;30;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1144.jpg
"Cod: 7302";"CACEROLA 24C ALUM.C/ANT.HUDSON 50364";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;24-06-2021;18-07-2022;34854;59,949.00;72;72;0;;;;https://factupyme.com.ar/inventario/img/productos/3/1624546766_Screenshot_969.jpg
"Cod: 31555";"CACEROLA 24C ANTIAD.T/VID.CAROL ASAS S/MAD.GRIS 87541";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;13-11-2024;13-11-2024;40094;64,950.00;62;62;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_690.jpg
"Cod: 8138";"CACEROLA 24C CERAM.C/ANT.GRANITO A.S/MAD.HUDSON 21592";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;13-05-2022;11-07-2022;41791;71,881.00;72;72;0;;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_106.png
"Cod: 7379";"CACEROLA 26C AC.INOX.HUDSON 59595";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;15-07-2021;04-04-2026;48433;82,300.00;70;30;1;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/1626354962_Screenshot_6.jpg
"Cod: 31556";"CACEROLA 26C ACERO INOX.ASAS SILICONADAS HUDSON 16764";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;13-11-2024;17-03-2026;83222;134,800.00;62;62;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_691.jpg
"Cod: 31501";"CACEROLA 26C ALUM.C/ANT.HUDSON 50836";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;08-11-2024;08-11-2024;39379;67,500.00;72;72;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_660.jpg
"Cod: 35418";"CACEROLA 28C ALUM.C/ANT.DAILY NEGRO HUDSON 17945";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;16-04-2025;16-04-2025;44901;73,999.00;65;65;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1145.jpg
"Cod: 7380";"CACEROLA 28C ALUM.C/ANT.HUDSON 50371";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;15-07-2021;01-12-2025;45596;78,425.00;72;72;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/1626355095_Screenshot_7.jpg
"Cod: 7381";"CACEROLA 28C ALUM.FUND.AZUL HUDSON 21230";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;15-07-2021;14-07-2022;34620;59,546.00;72;72;0;;;;https://factupyme.com.ar/inventario/img/productos/3/1626355172_Screenshot_8.jpg
"Cod: 31502";"CACEROLA 28C FORJADO GRANITO GRIS ASA S/MAD.HUDSON 19927";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;08-11-2024;08-11-2024;60529;98,050.00;62;62;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_661.jpg
"Cod: 7198";"CACEROLA 36C ALUM HOTEL 4149";10;REGALERIA;5;BAZAR;1;"Sin Especificar";10;"Torre & Liva NACIONAL";0;16-04-2021;19-07-2022;48246;82,983.00;72;72;0;;;;https://factupyme.com.ar/inventario/img/productos/3/1618575870_Screenshot_6.jpg
"Cod: 35419";"CACEROLA N16 ENLOZADA KUFO 82165";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;16-04-2025;16-04-2025;13033;21,500.00;65;65;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1146.jpg
"Cod: 7303";"CACEROLA VID.20C C/TAPA HUDSON 13626";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;24-06-2021;16-04-2026;8713.45;14,800.00;70;30;2;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/1624547940_Screenshot_970.jpg
"Cod: 7530";"CACEROLA VID.26C C/TAPA HUDSON 13633";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;08-09-2021;14-07-2022;13480;23,186.00;72;72;0;;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1076.jpg
"Cod: 7645";"CACHORROS EN EL AIRE 2217-";144;"EDITORIAL GUADAL S.A.";18;LIBROS;1;"Sin Especificar";0;;0;05-10-2021;14-12-2023;2600;5,200.00;100;100;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1172.jpg
"Cod: 3980";"CACTUS EN MACETA 12718";10;REGALERIA;5;BAZAR;1;"Sin Especificar";;;0;17-09-2016;05-12-2017;296;556.00;88;69;0;10;;10;https://factupyme.com.ar/inventario/https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 5141";"CADENA + PULSERA ACERO BLANCO ";136;"ACERO BLANCO";7;ACCESORIOS;1;"Sin Especificar";0;;0;22-12-2017;08-09-2025;1692;4,315.00;155;155;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/1514558454_20171229_112115.jpg
"Cod: 4630";"CADENA 50CM ACERO QUIRUGICO 412066";29;ACERO-LH;7;ACCESORIOS;1;"Sin Especificar";;;0;08-07-2017;30-08-2019;1391;3,088.00;122;122;0;10;;10;https://factupyme.com.ar/inventario/img/productos/3/1513677368_4630.jpg
"Cod: 4694";"CADENA 50CM ACERO QUIRURGICO 412853-";29;ACERO-LH;7;ACCESORIOS;1;"Sin Especificar";0;;0;08-07-2017;08-09-2025;785;1,766.00;125;125;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/img/productos/3/1513677747_4694.jpg
"Cod: 4641";"CADENA 50CM ACERO QUIRURGICO 412854-";29;ACERO-LH;7;ACCESORIOS;1;"Sin Especificar";0;;0;08-07-2017;28-03-2026;1009;2,573.00;155;155;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/img/productos/3/product.png
"Cod: 4800";"CADENA 50CM DIJE AVIONCITO 412373";65;COLGANTES;7;ACCESORIOS;1;"Sin Especificar";0;;0;29-07-2017;21-06-2025;74;297.00;301;261;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/img/productos/3/4800.JPG
"Cod: 2673";"CADENA ACERADA";65;COLGANTES;7;ACCESORIOS;1;"Sin Especificar";;;0;01-05-2015;05-12-2017;619;706.00;14;14;0;10;;10;https://factupyme.com.ar/inventario/https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 4788";"CADENA ACERADA 411526-";29;ACERO-LH;7;ACCESORIOS;1;"Sin Especificar";;;0;29-07-2017;02-05-2018;312;587.00;88;69;0;10;;10;https://factupyme.com.ar/inventario/img/productos/3/product.png
"Cod: 5396";"CADENA ACERADA 420202-";29;ACERO-LH;7;ACCESORIOS;1;"Sin Especificar";0;;0;11-04-2018;11-02-2025;173;441.00;155;155;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/1523439099_420202.jpg
"Cod: 5611";"CADENA ACERADO 412197-";29;ACERO-LH;7;ACCESORIOS;1;"Sin Especificar";0;;0;14-04-2018;29-08-2025;132;271.00;105;105;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/1523744315_412197.jpg
"Cod: 1142";"CADENA ACERO QUIRU 33-84-1-23-29-19";29;ACERO-LH;7;ACCESORIOS;1;"Sin Especificar";;;0;10-10-2012;19-12-2017;288;766.00;166;136;0;10;;10;https://factupyme.com.ar/inventario/img/productos/3/1142.JPG
"Cod: 1141";"CADENA ACERO QUIRU 33-84-5-11-13";29;ACERO-LH;7;ACCESORIOS;1;"Sin Especificar";0;;0;10-10-2012;28-01-2025;338;635.00;88;88;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/img/productos/3/1141.JPG
"Cod: 4859";"CADENA ACERO QUIRURGICO 11809-";29;ACERO-LH;7;ACCESORIOS;1;"Sin Especificar";0;;0;04-10-2017;09-09-2025;521;1,172.00;125;125;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/img/productos/3/1514639891_4859.jpg
"Cod: 28388";"CADENA CAND-PITON P/MOTO 71427 44908";10;REGALERIA;5;BAZAR;1;"Sin Especificar";0;;0;10-11-2023;22-06-2024;4686;8,050.00;72;72;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_51.jpg
"Cod: 3181";"CADENA COLMILLOS 952-040";27;COLLARES-LH;7;ACCESORIOS;1;"Sin Especificar";;;0;29-09-2015;05-12-2017;226;405.00;79;61;0;10;;10;https://factupyme.com.ar/inventario/https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 802";"CADENA DE ACERO QUIRU";29;ACERO-LH;7;ACCESORIOS;1;"Sin Especificar";0;;0;19-02-2012;09-09-2025;521;959.00;84;84;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 4858";"CADENA DE ACERO QUIRURGICO 11966";29;ACERO-LH;7;ACCESORIOS;1;"Sin Especificar";0;;0;04-10-2017;09-09-2025;288;648.00;125;125;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/img/productos/3/1514639913_4858.jpg
"Cod: 3298";"CADENA DORADA DF";30;COLLARES-DF;7;ACCESORIOS;1;"Sin Especificar";0;;0;17-11-2015;01-08-2025;1;39.00;3829;3829;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/img/productos/3/product.png
"Cod: 4860";"CADENA ROSARIO HAMSEM";30;COLLARES-DF;7;ACCESORIOS;1;"Sin Especificar";0;;0;04-10-2017;09-09-2025;1006;1,881.00;87;69;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/img/productos/3/4860.JPG
"Cod: 1380";"CADENAS C/ DIJES SURT 110-10";27;COLLARES-LH;7;ACCESORIOS;1;"Sin Especificar";0;;0;07-02-2013;28-01-2025;92;168.00;83;83;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 1670";"CADENAS C/ MOSTRACHOS NACIONAL";27;COLLARES-LH;7;ACCESORIOS;1;"Sin Especificar";0;;0;29-05-2013;24-06-2025;215;331.00;54;54;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 776";"CADENAS CON DIJE PLATEADAS LH-31-99-5/13";27;COLLARES-LH;7;ACCESORIOS;1;"Sin Especificar";0;;0;18-02-2012;09-09-2025;92;207.00;125;125;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 777";"CADENAS DE ACERO LH-28-27-7/9";29;ACERO-LH;7;ACCESORIOS;1;"Sin Especificar";0;;0;18-02-2012;09-09-2025;240;487.00;103;103;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/https://factupyme.com.ar/inventario/img/productos/product.png
"Cod: 1704";"CADENAS DE SIGNOS DORADAS";30;COLLARES-DF;7;ACCESORIOS;1;"Sin Especificar";0;;0;08-07-2013;24-06-2025;2;68.00;3308;2967;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/img/productos/3/1704.JPG
"Cod: 1703";"CADENAS DE SIGNOS PLATEADAS";30;COLLARES-DF;7;ACCESORIOS;1;"Sin Especificar";0;;0;02-07-2013;24-06-2025;24;409.00;1604;1433;0;10;0000-00-00;10;https://factupyme.com.ar/inventario/img/productos/3/1703.JPG
"Cod: 30860";"CAFETERA ITALIANA ACERO INOX CON ASADAS";10;REGALERIA;5;BAZAR;1;"Sin Especificar";10;"Torre & Liva NACIONAL";0;05-09-2024;05-09-2024;24761;40,100.00;62;62;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_541.jpg
"Cod: 7265";"CAFETERA T/ VOLTURNO ALUM 91341";10;REGALERIA;5;BAZAR;1;"Sin Especificar";10;"Torre & Liva NACIONAL";0;15-06-2021;16-04-2025;15227;25,100.00;65;65;1;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/1623771044_Screenshot_919.jpg
"Cod: 8187";"CAFETERA T/VOLTURNO BLANCA 9 TAZAS HUDSON 42909-";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;27-06-2022;31-07-2024;41383;67,050.00;62;62;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1783.jpg
"Cod: 8128";"CAFETERA T/VOLTURNO NEGRO 6 TAZAS HUDSON 92131";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;12-05-2022;24-04-2023;48774;83,891.00;72;72;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_94.png
"Cod: 8188";"CAFETERA T/VOLTURNO NEGRO 9 TAZAS HUDSON 92315";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;27-06-2022;12-07-2023;64412;110,789.00;72;72;0;0;;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1782.jpg
"Cod: 35432";"CAFETERA T/VOLTURNO OLIVE 9 TAZAS HUDSON 18348";10;REGALERIA;5;BAZAR;1;"Sin Especificar";9;"Torre &  Liva IMPORTADO";0;16-04-2025;16-04-2025;43866;72,350.00;65;65;0;0;0000-00-00;;https://factupyme.com.ar/inventario/img/productos/3/Screenshot_1161.jpg
